,Article_ID,Text
228,Completion Report_290,"Bit shaft on Xceed was also torque  tested to 178 kNm without any evidence of being something wrong. Second BHA was pulled due to no res ponse from the Xceed tool at 3180 m MD. The last BHA was pulled out  of hole at section TD. CEMENTING   See PERM P&A section in section summary. LOGGING   Drop gyro was run for verification survey, ref disp. 76482. During drilling of  the 8 1/2"" section 9 pressure  points were taken inside the Hugin Fm. MD probe      TVD                    Reservoir press. Mud hydrostatic         Pressure gradient  3802m           3001.5m              318.7 bars                   410.7 bars                   1.08 SG  3811m           3007.5m              319.3 bars                   411.8 bars                   1.08 SG  3831m           3021.0m              320.8 bars                   412.8 bars                   1.08 SG 3882m           3054.6m              324.4 bars                   416.9 bars                   1.083 SG  3860m           3039.7m              322.7 bars                   414.9 bars                   1.082 SG Doc no     Date Rev no  22 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc 3849m           3032.4m              321.9 bars                   413.9 bars                   1.082 SG  3963.5m        3111.6m              359.1 bars                   428.2 bars                   1.176 SG*  3981m           3125.0m              347.2 bars                   429.2 bars                   1.133 SG  3977m           3067.1m              347.8 bars                   428.2 bars                   1.135 SG     * Highest pressure reached at 3963.5 m MD/3111.6m T VD RT: 1.176 sg. Regarded as an erronous value."
229,Completion Report_300,"After drilling to TD a VSP, vertical seis mic profile, wireline run was performed prior to dropping gyro and pull BHA out of  hole. 3.10 NO 15/9-F-15 A, PERM P&A (08.Jan.2009 06:00)   START: 08.Jan.2009 06:00  4095 mMD   END     : 13.Jan.2009 12:15  4097 mMD    OBJECTIVE   The objective was to permanently abandon the well with one plug covering the rese rvoir and extending at least 50 meters  above top of the permeable zones. A second plug was to be set in open hole to act as both a P&A plug and a kick of plug for  second pilot well , F-15 B, which was a result of F-15 A being waterfilled. SUMMARY   Ran in hole with cement stinger to plug and abandon the 8 1/2"" hole . Set 1st balanced cement plug in two stages. First part was   set from 4092- to 3923 m MD pumping 7 m3 1.60 sg spacer and 9.45 m3 1.90 sg Sillica cement. Second part was set from  3923- to 3750 m MD pumping 7 m3 1.60 sg spacer and 9.5 m3 1.90 sg cement slurry. Pulled out of hole wet to 3630 m MD and 18 m3 of 1.34 sg hi-vis pill was spotted before pulling out to 3330 m MD to spot  another 18 m3 hi-vis pill. Pulled out of hole to 3330 m MD and circulated BU verfiying hi-vis pill in returns. Loaded and pumped down CST, picked up 1 meter to 3329 m MD  and contiuned with 2nd cement plug by pumping 9 m3 1.60  sg spacer and 11 m3 2.0 sg cement slurry."
230,Completion Report_310,"Displaced cement and pulled stinger to 2760 m MD to circulate stinger clean. Pumped slug and pulled out of hole with cement stinger. Made up and ran in hole with 8 1/2"" BHA to start drilling F-15 B. Run in hole to 2560 m MD and washed down to top of plug  at 3072 m MD where 4 mT was set down. Established low dril ling parameters to kick off and washed down to 3141 m MD  while increasing the parameters. Drilled 8 1/2"" hole down to 3185  m MD and kicked off having 50/50 of cement and formation  in returns. 3.11 NO 15/9-F-15 B, 8 1/2"" (13.Jan.2009 12:15)   START: 13.Jan.2009 12:15  3210 mMD   END     : 15.Jan.2009 07:45  3497 mMD    OBJECTIVE   Since F-15 A was waterfilled a second pilot, F-15 B, was to be drilled to exclude some uncertainties around the producer target   and an alternative target had been given east towards the main field. SUMMARY   Drilled 8 1/2"" hole section kicking off from 8 1/2"" open hole  on F-15 A from 3185- to 3416 m MD. Performed pressure points  showing reservoir being waterfill ed and continued drilling to TD at 3498 m MD . Circulated hole clean and pumped out of hole  untill BHA was inside 13 3/8"" csg."
231,Completion Report_320,"Pumped slug and pulled out to surface. BIT RUNS   8 ½ Smith MDI616LGBPX S/N JY6091  Nozzle configuration 5x15, 1x16 TFA 1,06. DRILLING FLUID   The 8 1/2"" section was drilled into the Sleipner Fm. below th e Hugin reservoir with Enviromu l OBM. The section was drilled  to TD with a mudweight of 1.34 sg. Doc no     Date Rev no  23 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc Subsequently, added 2 sacks per hour each of SteelSeal 400, Baracarb 150 and Baracarb 50 to maintain concentration in active  volume to ~30 kg/m3. CASING   No liner run in this section due to hole section being plugged back after collecting reservoir data to optimize producer F-15 C . MWD/BHA   The section was drilled with Powerdrive Xceed. MWD/LWD:   - Ecoscope, Telescope, Isonic and Stethoscope run on all three bit runs. CEMENTING   See PERM P&A section in section summary."
232,Completion Report_330,"LOGGING   Collected pressure points with Stethoscope. MD probe      TVD                    Reservoir press. Mud hydrostatic         Pressure gradient  3378m           2933.5m               No test  3377m           2932.8m              297.7 bars                   385.5 bars                   1.035 SG  3374m           2930.9m              297.8 bars                   385.3 bars                   1.036 SG  3370.5m        2928.7m                No test  3.12 NO 15/9-F-15 B, PERM P&A (15.Jan.2009 07:45)   START: 15.Jan.2009 07:45  3558 mMD   END     : 18.Jan.2009 22:00  3498 mMD    OBJECTIVE   The objective was to permanently abandon the 8 1/2"" section with one plug covering the reservoir and extending at least 50  meters above top of the permeable zones. A second plug was to be set covering the transition zone from open hole at least 50  meters below the 13 3/8"" csg shoe and inside the 13 3/8"" casing shoe. SUMMARY   Ran in hole with cement stinger to plug and abandon the 8 1/2"" ho le section. Set 1st balanced cement plug from TD at 3498- to  3196 m MD pumping 7 m3 1.60 sg spacer and 9.7 m3 1.90 sg Silica cement. Spotted Hi-Vis pill for cement support and pulled out of hole  to 2892 m MD. Circulated out excess Hi-Vis volume and  pumped down CST. Set 2nd cement plug in two stages from 2892- to 2692 m MD pumping 11 m3 1,90 sg G-cement and from 2692- to 2512 m MD  pumping 18.5 m3 2,0 sg G-cement. Pulled out- and circulated out excess cemen t at 2112 m MD prior to pumping slug and pulling out of hole with cement stinger."
233,Completion Report_340,"Made up and run in hole with 12 1/4"" BHA to start drilling the oil producer F-15 C. Ran in hole to 2103 m MD and washed  down and tagged top of plug at 2490 m MD. Started drilling cement while displacing fro m 1.35 sg to 1.25 sg. Drilled cement  from 2490- to 2566 m MD and initiated kick off at 2575 m MD. 3.13 NO 15/9-F-15 C, 12 1/4"" (18.Jan.2009 22:00)   START: 18.Jan.2009 22:00  2575 mMD   END     : 27.Jan.2009 01:30  2920 mMD    OBJECTIVE   Sidetrack from F-15 A at 13 3/8"" csg shoe, set 9 5/8"" x 10 3/4""  csg into the Shetland chalk and cement casing with 100 m  cement intside the 13 3/8"" csg to comply with gas lift operating requirements. Doc no     Date Rev no  24 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   SUMMARY   Drilled 12 1/4"" section from kick off point at 2575 m MD to 2665 m MD when having problems with maintaining toolface  with Powerdrive Xceed. Pulled out of hole and changed to b ack up Xceed and continued drilling the 12 1/4"" section to 2853 m  MD when needing to troubleshot suction manifold. Continued to drill 12 1/4"" s ection from 2853- to TD at 2920 m MD. Circulated hole clean, dropped gyro and pu lled out of hole with 12 1/4"" BHA. Ran 9 5/8"" csg to 1113 m MD and continued with 10 3/4"" csg to  2001 m MD in singles. Rigged up FAC tool and run in hole  with 10 3/4"" csg stands to 2770 m MD."
234,Completion Report_350,"Ran and cemented 9 5/8"" x 10 3/4"" csg w ith casing shoe at 2915 m MD and top of 10 3/4"" csg hanger at 140.1 m MD. As a part of the riser change from HPDR to PR a casing pressu re test to 210 bar/1.25 sg wa s performed from below RTTS set  at 319 m MD. MU and RIH with the 8 1/2"" BHA and tagged TOC at 2881.8 m MD. Increased MW from 1.25- to 1.32 sg. Drilled out the 9  5/8"" csg shoe. BIT RUNS   Both runs were run with  12 1/4"" Smith MDI716-M323 S/N JY0114  Nozzle configuration 6x14, 1x15  TFA 1,075. Final dull grading after drillling to TD with back up Xceed;   1 1 NO A X I NO TD    DRILLING FLUID   The section was drilled with 1.25 sg Enviromul OBM adding 2 sx s of Baracarb 50 and 150 per hour to maintain supply from  fresh bridging material (LCM) in mud. CASING   Ran 150 meters of 9 5/8"" Vam Top- and 968  meters of 9 5/8"" Vam Top HC NA casing. Crossed over to 10 3/4"" csg and run  1656 m of 10 3/4"" Vam Top casing. RIH down to 2911 m MD and circulated down and landed 10 3/ 4"" hanger at 140.1 m MD with 9 5/8"" liner shoe at 2914.8 m  MD."
235,Completion Report_360,"No significant drag or other pr oblems experienced while running in  hole and landing of casing. MWD/BHA   In total two BHA where run in the 12 1/4"" section on F-15 C.    The first run was done with Powerdrive Xceed and ARC. The BHA was run from the kick off point at 2575 m MD down to  2665 m MD when having problems with the toolface leading to pulling BHA out of hole. Second run was run with the same setup as th e first BHA and was run to TD at 2920 m MD. CEMENTING   Circulated hole clean prior to cem ent job. Pumped 8 m3 of base oil, 19 m3 of 1.3 sg cement spacer and 21,2 m3 of 1.90 sg  Silica cement. After pumping 15 m3 of cement the bulk transfer system had to be troubleshot while pumping cement at slow  rate. Displaced cement with OBM and bumped plug after 5428 strokes with 147 bar. Casing was pressure tested to 345 bar after  bumping plug with 147 bar. LOGGING   Drop gyro run to provide a verification survey within 500 m MD from top reservoir."
236,Completion Report_370,"Doc no     Date Rev no  25 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc 3.14 NO 15/9-F-15 C, 8 1/2"" (11.Feb.2009 07:45)   START: 11.Feb.2009 07:45  2920 mMD   END     : 14.Feb.2009 09:00  3232 mMD    OBJECTIVE   Drill the reservoir section and perform pressure points. Set and cement the 7"" liner in the Hugin Fm. SUMMARY   Drilled 3 m new formation below the 9 5/8” csg shoe. Placed LCM pill in OH and performed FIT with 51 bars equivalent to  1.50 sg below the shoe. Drilled 8 1/2"" hol e from 2920- to well TD at 3232 m MD perfo rming sticky test followed by pressure  points with the Stethoscope. Pulled wet from 3232- to 2898 m MD. Took second set of parameters for running liner at 9 5/8""  liner shoe. Flow checked well, pumped 1.61 sg slug and P OOH with 8 1/2"" BHA to 680 m MD. Flow checked and removed  drift. POOH with BHA to surface."
237,Completion Report_380,"RIH with 7"" liner. Run in hole with 7"" liner to 140 m installin g radioactive marker. Continued RI H with 7"" liner filling every  5th joint to 411 m. RIH with 7"" liner on 5 1/2"" HWDP from 425- to 573 m MD. Continued RIH with 7"" liner on 5 1/2"" DP to  3200 m MD. Filled the pipe and washed  down tagging bottom at 3233.5 m MD. Set and cemented liner in place with the liner shoe at 3231 m MD. Continued with setting the TS P packer and pressure tested  liner packer to 300 bars with 1.32 sg Enviromul OBM. Circulated out excess cement and POOH w ith the landing string. BIT RUNS   The 8 1/2"" section was drilled with  8 1/2"" Smith MDI616-M222 S/N JY7383  Nozzle configuration 5x15, 1x16  TFA 1,060. Final dull grading after finishing  third BHA run at TD;   1 1 WT A 0 I NO TD    DRILLING FLUID   The 8 1/2"" section was drilled with 1.32 sg Enviromul OBM."
238,Completion Report_390,"Added BARACARB 50, BARACARB 150 and STEELS EEL 400 on hourly basis (1 sx/hr), to maintain particles concentration  at while drilling. CASING   Ran and cemented 13 CrS110 Vam Top HT 29 lbs/ft with TOL at 2810- and liner shoe at 3231 m MD. No significant drag or other pr oblems experienced while running in hole and landing 7"" liner. Liner was pressure tested to 145 bar on plug bump, 70 bar above FCP. Liner packer was pressure tested to 300 bar/1.32 sg as a  part of installation. Liner and liner packer was pressure tested to 345 ba r/1.03 sg later as a part of the completion phase. MWD/BHA   The 8 1/2"" hole section was drilled with Xceed rotary steerable tool. Logging tools run in the BHA was Ecoscope , Telescope, Isonic, Sthetoscope (gammaray, resis tivity, neutron, density and  ultrasonic logs) and Magtrack delivered by Baker Hughes. CEMENTING   The cement job for the 7"" liner was performed pumping 15 m 3 1.6 sg spacer and 9.5 m3 1.90 sg cement while rotating liner at  20 rpm. The cement was displaced pumping 36.6 m3 OBM at 1150 lpm."
239,Completion Report_400,"Bottom plug sheared at 120 bar and top plug landed after 1670  strokes which is then was pressure test ed to 145 bar, 70 bar above FCP. No losses where reported during the cement job. Doc no     Date Rev no  26 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc LOGGING   Magtrak, magentic resoncance, was run in the BHA to coll ect total pore volume, free fluid and permeability indications. Stethoscope pressure points:    MD probe  TVD         Reservoir press. Mud hydrostatic      Pres. gradient  3141m      2958.8m   313.2 bars             412.0 bars               1.081SG  3134m      2952.4m   312.6 bars             411.8 bars               1.081SG  3129m      2947.7m   312.2 bars             411.2 bars               1.081SG  3127m      2945.9m   312.0 bars             411.1 bars               1.080SG  3160m      2976.4m   315.5 bars             417.4 bars               1.081SG  3156m      2972.7m   314.6 bars             417.0 bars               1.082SG  3152m      2969.0m   314.0 bars             417.8 bars               1.080SG  3149m      2966.3m   313.8 bars             417.7 bars               1.079SG  4 Formation evaluation  4.1 Coring summary  No coring performed. 4.2 Pressure points  Test  no Depth  m  MD  RKB Depth  m  TVD  RKB Initial  reservoir  pressure  (bar) Measured  reservoir  pressure  (bar) Pore  pressure  (sg)  EMW  RKB Formation Comments  1 3802.0 3001.5 410.8 318.7 1.08 Hugin Fm mobility: 3841.98  2 3811.0 3007.2 411.9 319.3 1.08 Hugin Fm 285.45  3 3831.0 3020.1 412.9 320.8 1.08 Hugin Fm 50.45  4 3849.0 3032.0 413.9 322.0 1.08 Hugin Fm 2341.82  5 3860.0 3039.3 414.8 322.7 1.08 Hugin Fm 413.82  6 3882.0 3054.3 416.9 324.4 1.08 Hugin Fm 20.5  7 3963.0 3111.9 428.2 359.4 1.18 Hugin Fm 0.94  8 3981.0 3124.8 429.2 347.1 1.13 Hugin Fm 3.03  9 3977.0 3121.9 428.2 347.8 1.13 Hugin Fm 4.69 Doc no     Date Rev no  27 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc 4.3 Geological formation tops  F-15 A   Doc no     Date Rev no  28 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   F-15 B   Doc no     Date Rev no  29 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc F-15 C  Doc no     Date Rev no  30 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc 5 Appendix 1: Directional data   Doc no     Date Rev no  31 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  32 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  33 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc     Doc no     Date Rev no  34 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc     Doc no     Date Rev no  35 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  36 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  37 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  38 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  39 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  40 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  41 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  42 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  43 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   Doc no     Date Rev no  44 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc 6 Appendix 2: Operational experience  6.1 Appendix 2.1: Operational listing (optional)    WELLBORE ID: NO 15/9-F-15   INTERVAL: 36""  START TIME: 18.Nov.2007 23:45  END TIME: 21.Nov.2007 09:30    Report date Description  19.Nov.2007 Made up 36"" HO BHA. Attempted to wash down 36"" BHA through template. Drilled 36"" hole from 144 m to 149  m MD. 20.Nov.2007 Drilled 36"" hole to 226m 17½"" hole depth."
